Market Center,Commodity,State,Year,Month,Arrivals,Unit of Arrivals,Origin,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Khairagarh,Mustard,Uttar Pradesh,2011,February,3,Tonnes,NR,Other,2500,2550,2530,Rs/Quintal
Kiratpur,Mustard,Uttar Pradesh,2011,February,0.4,Tonnes,NR,Other,NR,NR,2650,Rs/Quintal
Kishunpur,Mustard,Uttar Pradesh,2011,February,0.5,Tonnes,NR,Lohi Black,NR,NR,2450,Rs/Quintal
Konch,Mustard,Uttar Pradesh,2011,February,2.5,Tonnes,NR,Other,NR,NR,2270,Rs/Quintal
Kosikalan,Mustard,Uttar Pradesh,2011,February,60,Tonnes,NR,Other,2380,2520,2460,Rs/Quintal
Kurara,Mustard,Uttar Pradesh,2011,February,NR,Tonnes,NR,Lohi Black,2310,2420,2345,Rs/Quintal
Lalitpur,Mustard,Uttar Pradesh,2011,February,45,Tonnes,NR,Other,NR,NR,2275,Rs/Quintal
Lucknow,Mustard,Uttar Pradesh,2011,February,37.5,Tonnes,NR,Other,NR,NR,2500,Rs/Quintal
Madhoganj,Mustard,Uttar Pradesh,2011,February,28.5,Tonnes,NR,Other,NR,NR,2405,Rs/Quintal
Mahoba,Mustard,Uttar Pradesh,2011,February,6,Tonnes,NR,Other,NR,NR,2365,Rs/Quintal
Mainpuri,Mustard,Uttar Pradesh,2011,February,12,Tonnes,NR,Other,2400,2460,2450,Rs/Quintal
Mathura,Mustard,Uttar Pradesh,2011,February,92,Tonnes,NR,Other,2475,2550,2500,Rs/Quintal
Mawana,Mustard,Uttar Pradesh,2011,February,3.5,Tonnes,NR,Other,NR,NR,2500,Rs/Quintal
Meerut,Mustard,Uttar Pradesh,2011,February,13,Tonnes,NR,Other,NR,NR,2475,Rs/Quintal
Mirzapur,Mustard,Uttar Pradesh,2011,February,5.5,Tonnes,NR,Lohi Black,NR,NR,2540,Rs/Quintal
Moth,Mustard,Uttar Pradesh,2011,February,1.8,Tonnes,NR,Other,NR,NR,2260,Rs/Quintal
Mugrabaadshahpur,Mustard,Uttar Pradesh,2011,February,4.5,Tonnes,NR,Lohi Black,NR,NR,2480,Rs/Quintal
Muradabad,Mustard,Uttar Pradesh,2011,February,0.9,Tonnes,NR,Other,NR,NR,2575,Rs/Quintal
Muzzafarnagar,Mustard,Uttar Pradesh,2011,February,3,Tonnes,NR,Other,2500,2650,2550,Rs/Quintal
Orai,Mustard,Uttar Pradesh,2011,February,12.5,Tonnes,NR,Other,NR,NR,2292,Rs/Quintal
Raath,Mustard,Uttar Pradesh,2011,February,4,Tonnes,NR,Sarson(Black),2320,2375,2350,Rs/Quintal
Raibareilly,Mustard,Uttar Pradesh,2011,February,1.5,Tonnes,NR,Other,2340,2365,2360,Rs/Quintal
Rampur,Mustard,Uttar Pradesh,2011,February,2.5,Tonnes,NR,Other,NR,NR,2560,Rs/Quintal
Robertsganj,Mustard,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,2150,Rs/Quintal
Saharanpur,Mustard,Uttar Pradesh,2011,February,200,Tonnes,NR,Other,2175,2820,2560,Rs/Quintal
Sambhal,Mustard,Uttar Pradesh,2011,February,18,Tonnes,NR,Mustard,NR,NR,2500,Rs/Quintal
Sandi,Mustard,Uttar Pradesh,2011,February,1.2,Tonnes,NR,Other,NR,NR,2400,Rs/Quintal
Sandila,Mustard,Uttar Pradesh,2011,February,3,Tonnes,NR,Other,NR,NR,2400,Rs/Quintal
Shahabad,Mustard,Uttar Pradesh,2011,February,20,Tonnes,NR,Other,NR,NR,2415,Rs/Quintal
Shahganj,Mustard,Uttar Pradesh,2011,February,56,Tonnes,NR,Mustard,2400,2460,2430,Rs/Quintal
Shahjahanpur,Mustard,Uttar Pradesh,2011,February,2.5,Tonnes,NR,Other,2500,2570,2540,Rs/Quintal
Tamkuhi Road,Mustard,Uttar Pradesh,2011,February,2,Tonnes,NR,Lohi Black,NR,NR,2380,Rs/Quintal
Tamkuhi Road,Mustard,Uttar Pradesh,2011,February,,,NR,Other,NR,2380,NR,Rs/Quintal
Varanasi(Grain),Mustard,Uttar Pradesh,2011,February,30,Tonnes,NR,Other,NR,NR,2590,Rs/Quintal
Varipaal,Mustard,Uttar Pradesh,2011,February,2,Tonnes,NR,Sarson(Black),2290,2330,2310,Rs/Quintal
Vilthararoad,Mustard,Uttar Pradesh,2011,February,1,Tonnes,NR,Other,NR,NR,2600,Rs/Quintal
Asansol,Mustard,West Bengal,2011,February,105,Tonnes,NR,Other,2850,2900,2900,Rs/Quintal
Bankura Sadar,Mustard,West Bengal,2011,February,50,Tonnes,NR,Other,2750,2900,2800,Rs/Quintal
Beldanga,Mustard,West Bengal,2011,February,32,Tonnes,NR,Other,2300,2400,2350,Rs/Quintal
Bethuadahari,Mustard,West Bengal,2011,February,2,Tonnes,NR,Yellow (Black),2595,2610,2600,Rs/Quintal
Bishnupur(Bankura),Mustard,West Bengal,2011,February,18,Tonnes,NR,Other,2450,2550,2500,Rs/Quintal
Burdwan,Mustard,West Bengal,2011,February,15,Tonnes,NR,Yellow (Black),2700,2900,2800,Rs/Quintal
Guskara,Mustard,West Bengal,2011,February,22,Tonnes,NR,Other,2560,2600,2580,Rs/Quintal
Indus,Mustard,West Bengal,2011,February,7,Tonnes,NR,Other,2450,2550,2500,Rs/Quintal
Khatra,Mustard,West Bengal,2011,February,10,Tonnes,NR,Other,2600,2750,2740,Rs/Quintal
Memari,Mustard,West Bengal,2011,February,27,Tonnes,NR,Other,2680,2760,2720,Rs/Quintal
Purulia,Mustard,West Bengal,2011,February,1.25,Tonnes,NR,Other,3150,3600,3500,Rs/Quintal
Rampurhat,Mustard,West Bengal,2011,February,10,Tonnes,NR,Other,2550,2620,2600,Rs/Quintal
Samsi,Mustard,West Bengal,2011,February,100,Tonnes,NR,Yellow (Black),1700,2000,1800,Rs/Quintal
Bongiagaon,Mustard Oil,Assam,2011,February,9,Tonnes,NR,Other,6700,7200,6700,Rs/Quintal
Cachar,Mustard Oil,Assam,2011,February,16,Tonnes,NR,Other,5600,7400,6800,Rs/Quintal
Goalpara,Mustard Oil,Assam,2011,February,1.8,Tonnes,NR,Other,6800,7267,7034,Rs/Quintal
Lanka,Mustard Oil,Assam,2011,February,200,Tonnes,NR,Other,5500,5800,5700,Rs/Quintal
P.O. Uparhali Guwahati,Mustard Oil,Assam,2011,February,12.6,Tonnes,NR,Other,7000,7800,7300,Rs/Quintal
Jammu (Grain Mandi),Mustard Oil,Jammu and Kashmir,2011,February,7.1,Tonnes,NR,Other,6900,8425,7662.5,Rs/Quintal
Chaibasa,Mustard Oil,Jharkhand,2011,February,5,Tonnes,NR,Other,6450,6550,6500,Rs/Quintal
Chakulia,Mustard Oil,Jharkhand,2011,February,NR,Tonnes,NR,Other,6800,7000,6900,Rs/Quintal
Daltenganj,Mustard Oil,Jharkhand,2011,February,NR,Tonnes,NR,Other,6950,7200,7100,Rs/Quintal
Gadhwah,Mustard Oil,Jharkhand,2011,February,NR,Tonnes,NR,Other,7600,8000,7800,Rs/Quintal
Jamshedpur,Mustard Oil,Jharkhand,2011,February,16,Tonnes,NR,Other,7500,7550,7500,Rs/Quintal
Jamtara,Mustard Oil,Jharkhand,2011,February,0.6,Tonnes,NR,Other,6200,6600,6400,Rs/Quintal
Latehar,Mustard Oil,Jharkhand,2011,February,NR,Tonnes,NR,Other,7050,7200,7100,Rs/Quintal
Lohardaga,Mustard Oil,Jharkhand,2011,February,NR,Tonnes,NR,Other,7200,7500,7300,Rs/Quintal
Madhupur,Mustard Oil,Jharkhand,2011,February,0.5,Tonnes,NR,Other,7100,7200,7180,Rs/Quintal
Ramgarh,Mustard Oil,Jharkhand,2011,February,NR,Tonnes,NR,Other,6900,7000,7000,Rs/Quintal
Ranchi,Mustard Oil,Jharkhand,2011,February,43.9,Tonnes,NR,Other,6500,7900,7075,Rs/Quintal
Sahebganj,Mustard Oil,Jharkhand,2011,February,1.2,Tonnes,NR,Other,7050,7400,7300,Rs/Quintal
Saraikela,Mustard Oil,Jharkhand,2011,February,NR,Tonnes,NR,Other,7000,7100,7050,Rs/Quintal
Simdega,Mustard Oil,Jharkhand,2011,February,NR,Tonnes,NR,Other,6690,7100,6980,Rs/Quintal
Ajuha,Mustard Oil,Uttar Pradesh,2011,February,1.5,Tonnes,NR,Other,NR,NR,6350,Rs/Quintal
Allahabad,Mustard Oil,Uttar Pradesh,2011,February,15,Tonnes,NR,Other,NR,NR,6550,Rs/Quintal
Atarra,Mustard Oil,Uttar Pradesh,2011,February,50,Tonnes,NR,Other,4000,NR,NR,Rs/Quintal
Ballia,Mustard Oil,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,6200,Rs/Quintal
Banda,Mustard Oil,Uttar Pradesh,2011,February,25,Tonnes,NR,Other,NR,NR,6500,Rs/Quintal
Baraut,Mustard Oil,Uttar Pradesh,2011,February,1.5,Tonnes,NR,Other,NR,NR,5925,Rs/Quintal
Bareilly,Mustard Oil,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,6325,Rs/Quintal
Chandoli,Mustard Oil,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,6375,Rs/Quintal
Devband,Mustard Oil,Uttar Pradesh,2011,February,0.6,Tonnes,NR,Other,5850,6500,6130,Rs/Quintal
Hapur,Mustard Oil,Uttar Pradesh,2011,February,20,Tonnes,NR,Other,6000,6200,6100,Rs/Quintal
Jasra,Mustard Oil,Uttar Pradesh,2011,February,0.5,Tonnes,NR,Other,NR,NR,6400,Rs/Quintal
Jhansi,Mustard Oil,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,6300,Rs/Quintal
Mainpuri,Mustard Oil,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,6200,Rs/Quintal
Moth,Mustard Oil,Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,6200,Rs/Quintal
Orai,Mustard Oil,Uttar Pradesh,2011,February,0.4,Tonnes,NR,Other,NR,NR,6300,Rs/Quintal
Raibareilly,Mustard Oil,Uttar Pradesh,2011,February,0.8,Tonnes,NR,Other,6640,6675,6650,Rs/Quintal
Purulia,Mustard Oil,West Bengal,2011,February,17,Tonnes,NR,Other,7033,7866,7133,Rs/Quintal
Surajpur,Niger Seed (Ramtil),Chattisgarh,2011,February,16,Tonnes,NR,Other,2400,2400,2400,Rs/Quintal
Naraingarh,Haryana,Haryana,2011,February,0.8,Tonnes,NR,Other,2360,2537,2460,Rs/Quintal
Panna,Haryana,Madhya Pradesh,2011,February,14.2,Tonnes,NR,Other,3800,4000,3900,Rs/Quintal
Barmer,Haryana,Rajasthan,2011,February,0.3,Tonnes,NR,Other,4050,4150,4100,Rs/Quintal
Niwai,Haryana,Rajasthan,2011,February,7,Tonnes,NR,Other,2215,2215,2215,Rs/Quintal
Bellary,Safflower,Karnataka,2011,February,NR,Tonnes,NR,Safflower,2126,2126,2126,Rs/Quintal
Gulbarga,Safflower,Karnataka,2011,February,1,Tonnes,NR,Safflower,2025,2100,2075,Rs/Quintal
Kustagi,Safflower,Karnataka,2011,February,NR,Tonnes,NR,Safflower,2100,2100,2100,Rs/Quintal
Laxmeshwar,Safflower,Karnataka,2011,February,NR,Tonnes,NR,Safflower,2161,2222,2222,Rs/Quintal
Yadgir,Safflower,Karnataka,2011,February,6,Tonnes,NR,Safflower,2816,2816,2816,Rs/Quintal
Kalamb(Osmanabad),Safflower,Maharashtra,2011,February,0.7,Tonnes,NR,Other,2200,2200,2200,Rs/Quintal
Latur,Safflower,Maharashtra,2011,February,1.9,Tonnes,NR,Other,2100,2334,2240,Rs/Quintal
Amreli,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,3.2,Tonnes,NR,Black,5950,5950,5950,Rs/Quintal
Amreli,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,,,NR,White,4900,5550,5325,Rs/Quintal
Anjar,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,1.2,Tonnes,NR,Other,5127,5210,5210,Rs/Quintal
Babra,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.1,Tonnes,NR,Other,4500,5850,5450,Rs/Quintal
Bhiloda,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,2,Tonnes,NR,Other,4500,4750,4750,Rs/Quintal
Botad,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,2,Tonnes,NR,Black,6100,6100,6100,Rs/Quintal
Botad,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,,,NR,White,4870,5620,5245,Rs/Quintal
Chotila,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,1.44,Tonnes,NR,White,4500,5000,4750,Rs/Quintal
Dahod,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.02,Tonnes,NR,Other,4700,4800,4750,Rs/Quintal
Dhanera,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.07,Tonnes,NR,Other,4625,4625,4625,Rs/Quintal
Dhrol,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.2,Tonnes,NR,Other,4555,5530,5040,Rs/Quintal
Gondal,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,6.7,Tonnes,NR,Black,4705,4705,4705,Rs/Quintal
Gondal,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,,,NR,Red,2000,4750,4405,Rs/Quintal
Gondal,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,,,NR,White,3885,5480,5280,Rs/Quintal
Jasdan,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.5,Tonnes,NR,Black,6850,6850,6850,Rs/Quintal
Jasdan,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,,,NR,White,3200,4740,4625,Rs/Quintal
Jetpur(Dist.Rajkot),"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.2,Tonnes,NR,Sesame,4250,5005,4750,Rs/Quintal
Mahuva,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.4,Tonnes,NR,Black,5000,5000,5000,Rs/Quintal
Mahuva,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,,,NR,White,4925,5075,5000,Rs/Quintal
Morbi,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,3.5,Tonnes,NR,Other,4710,5350,5030,Rs/Quintal
Palitana,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,3,Tonnes,NR,Other,4250,5250,4750,Rs/Quintal
Rajkot,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,48,Tonnes,NR,White,4625,5350,5000,Rs/Quintal
Rajula,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,1.3,Tonnes,NR,Black,6205,6205,6205,Rs/Quintal
Rajula,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,,,NR,White,4125,5005,4565,Rs/Quintal
Rapar,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.4,Tonnes,NR,Other,5210,5210,5210,Rs/Quintal
Savarkundla,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.1,Tonnes,NR,White,4500,5000,4750,Rs/Quintal
Taleja,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.4,Tonnes,NR,White,4355,5355,4855,Rs/Quintal
Unjha,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,NR,Tonnes,NR,Sesame,4400,5305,5125,Rs/Quintal
Upleta,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.2,Tonnes,NR,Black,5000,6100,5500,Rs/Quintal
Upleta,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,,,NR,Other,4975,5175,5000,Rs/Quintal
Vadodara,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.23,Tonnes,NR,Other,6000,6500,6500,Rs/Quintal
Vakener,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,5,Tonnes,NR,Other,4755,5070,5000,Rs/Quintal
Visavadar,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.88,Tonnes,NR,White,4370,5410,4890,Rs/Quintal
Visnagar,"Sesamum(Sesame,Gingelly,Til)",Gujarat,2011,February,0.2,Tonnes,NR,Other,5000,5000,5000,Rs/Quintal
Gulbarga,"Sesamum(Sesame,Gingelly,Til)",Karnataka,2011,February,1,Tonnes,NR,White,3300,4300,3800,Rs/Quintal
Koppal,"Sesamum(Sesame,Gingelly,Til)",Karnataka,2011,February,NR,Tonnes,NR,Black,2180,2180,2180,Rs/Quintal
Talikot,"Sesamum(Sesame,Gingelly,Til)",Karnataka,2011,February,NR,Tonnes,NR,Other,3151,3151,3151,Rs/Quintal
Alampur,"Sesamum(Sesame,Gingelly,Til)",Madhya Pradesh,2011,February,0.4,Tonnes,NR,Other,4450,4450,4450,Rs/Quintal
Dabra,"Sesamum(Sesame,Gingelly,Til)",Madhya Pradesh,2011,February,1.1,Tonnes,NR,Other,4400,4520,NR,Rs/Quintal
Morena,"Sesamum(Sesame,Gingelly,Til)",Madhya Pradesh,2011,February,0.3,Tonnes,NR,White,4430,4430,4430,Rs/Quintal
Neemuch,"Sesamum(Sesame,Gingelly,Til)",Madhya Pradesh,2011,February,1.4,Tonnes,"Madhya Pradesh,Neemuch",White,3876,5262,5090,Rs/Quintal
Sheopurkalan,"Sesamum(Sesame,Gingelly,Til)",Madhya Pradesh,2011,February,1.7,Tonnes,NR,Other,3755,4530,4160,Rs/Quintal
Nandura,"Sesamum(Sesame,Gingelly,Til)",Maharashtra,2011,February,0.5,Tonnes,NR,Other,4600,4950,4800,Rs/Quintal
Alwar,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,1.2,Tonnes,NR,Other,4150,4700,4360,Rs/Quintal
Atru,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,4,Tonnes,NR,Whitish,2555,2654,2613,Rs/Quintal
Baran,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,15,Tonnes,NR,Other,4630,5000,4816,Rs/Quintal
Bundi,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,4,Tonnes,NR,Other,4300,4725,4512,Rs/Quintal
Chhabra,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,1,Tonnes,NR,Other,4285,4285,4285,Rs/Quintal
Dausa,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,18,Tonnes,NR,Other,4250,4575,4413,Rs/Quintal
Deoli,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,0.6,Tonnes,NR,Other,3900,4575,4238,Rs/Quintal
Gangapur City,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,8.3,Tonnes,NR,Other,4300,4950,4625,Rs/Quintal
Itawa,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,8.8,Tonnes,NR,Other,4550,5141,4845,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,4,Tonnes,NR,Other,4000,4500,4250,Rs/Quintal
Kekri,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,5,Tonnes,NR,Other,4100,4500,4180,Rs/Quintal
Kota,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,80,Tonnes,NR,Other,4634,5092,5000,Rs/Quintal
Lalsot,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,0.8,Tonnes,NR,Other,4500,4650,4600,Rs/Quintal
Lalsot(Mandabari),"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,3.9,Tonnes,NR,Other,4800,5140,4970,Rs/Quintal
Malpura,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,4.1,Tonnes,NR,Other,4100,4650,4500,Rs/Quintal
Niwai,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,6,Tonnes,NR,Other,4600,4600,4600,Rs/Quintal
Rawatsar,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,0.4,Tonnes,NR,Sesame,4699,4699,4699,Rs/Quintal
Sangriya,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,1,Tonnes,NR,Other,4675,4675,4675,Rs/Quintal
Sawai Madhopur,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,10,Tonnes,NR,Other,3980,5100,4626,Rs/Quintal
Sujangarh,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,3.8,Tonnes,NR,Other,4060,4100,4080,Rs/Quintal
Sumerpur,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,3.8,Tonnes,NR,Gajjar,3220,4300,4250,Rs/Quintal
Tonk,"Sesamum(Sesame,Gingelly,Til)",Rajasthan,2011,February,5,Tonnes,NR,White,3500,4725,4455,Rs/Quintal
Ait,"Sesamum(Sesame,Gingelly,Til)",Uttar Pradesh,2011,February,NR,Tonnes,NR,Other,NR,NR,4300,Rs/Quintal
Jhansi,"Sesamum(Sesame,Gingelly,Til)",Uttar Pradesh,2011,February,40,Tonnes,NR,White,NR,NR,4450,Rs/Quintal
Kishunpur,"Sesamum(Sesame,Gingelly,Til)",Uttar Pradesh,2011,February,16,Tonnes,NR,White,NR,NR,4450,Rs/Quintal
Konch,"Sesamum(Sesame,Gingelly,Til)",Uttar Pradesh,2011,February,4,Tonnes,NR,Other,NR,NR,4470,Rs/Quintal
Lalitpur,"Sesamum(Sesame,Gingelly,Til)",Uttar Pradesh,2011,February,6,Tonnes,NR,Other,NR,NR,4350,Rs/Quintal
Orai,"Sesamum(Sesame,Gingelly,Til)",Uttar Pradesh,2011,February,10,Tonnes,NR,Other,NR,NR,4300,Rs/Quintal
Shahabad,"Sesamum(Sesame,Gingelly,Til)",Uttar Pradesh,2011,February,1,Tonnes,NR,Other,NR,NR,4130,Rs/Quintal
Bethuadahari,"Sesamum(Sesame,Gingelly,Til)",West Bengal,2011,February,2,Tonnes,NR,Crushing,2435,2450,2440,Rs/Quintal
Guskara,"Sesamum(Sesame,Gingelly,Til)",West Bengal,2011,February,14,Tonnes,NR,Other,2360,2400,2380,Rs/Quintal
Dongargaon,Soyabean,Chattisgarh,2011,February,250,Tonnes,NR,Other,1900,2100,1950,Rs/Quintal
Gandai,Soyabean,Chattisgarh,2011,February,14,Tonnes,NR,Other,2050,2200,2100,Rs/Quintal
Kawardha,Soyabean,Chattisgarh,2011,February,0.1,Tonnes,NR,Yellow,2171,2226,2215,Rs/Quintal
Munguli,Soyabean,Chattisgarh,2011,February,17.9,Tonnes,NR,Other,2222,2270,2250,Rs/Quintal
Rajnandgaon,Soyabean,Chattisgarh,2011,February,2.5,Tonnes,NR,Other,2190,2230,2200,Rs/Quintal
Amreli,Soyabean,Gujarat,2011,February,4,Tonnes,NR,Other,2420,2425,2425,Rs/Quintal
Dahod,Soyabean,Gujarat,2011,February,256.8,Tonnes,NR,Soyabeen,2430,2485,2465,Rs/Quintal
Gondal,Soyabean,Gujarat,2011,February,0.6,Tonnes,NR,Yellow,2080,2355,2275,Rs/Quintal
Vyra,Soyabean,Gujarat,2011,February,1.8,Tonnes,NR,Other,2325,2370,2347,Rs/Quintal
Bailahongal,Soyabean,,2011,February,NR,Tonnes,NR,Soyabeen,2200,2264,2240,Rs/Quintal
Basava Kalayana,Soyabean,Karnataka,2011,February,NR,Tonnes,NR,Soyabeen,1900,2150,2000,Rs/Quintal
Hubli (Amaragol),Soyabean,Karnataka,2011,February,30,Tonnes,NR,Soyabeen,1169,2229,2136,Rs/Quintal
Savanur,Soyabean,Karnataka,2011,February,1,Tonnes,NR,Soyabeen,2059,2294,2177,Rs/Quintal
A lot,Soyabean,Madhya Pradesh,2011,February,10.3,Tonnes,NR,Yellow,2000,2318,2285,Rs/Quintal
Akodia,Soyabean,Madhya Pradesh,2011,February,27.2,Tonnes,NR,Other,2100,2325,2300,Rs/Quintal
Aron,Soyabean,Madhya Pradesh,2011,February,58.4,Tonnes,"Madhya Pradesh,Guna",Soyabeen,2049,2300,2240,Rs/Quintal
Ashoknagar,Soyabean,Madhya Pradesh,2011,February,299.1,Tonnes,NR,Yellow,1751,2326,2255,Rs/Quintal
Badnawar,Soyabean,Madhya Pradesh,2011,February,165,Tonnes,NR,Yellow,2200,2381,2352,Rs/Quintal
Badwaha,Soyabean,Madhya Pradesh,2011,February,0.1,Tonnes,NR,Yellow,2170,2240,2240,Rs/Quintal
Baikunthpur,Soyabean,Madhya Pradesh,2011,February,1.2,Tonnes,NR,Other,2175,2175,2175,Rs/Quintal
Balwadi,Soyabean,Madhya Pradesh,2011,February,0.5,Tonnes,NR,Yellow,1800,2200,2000,Rs/Quintal
Bankhedi,Soyabean,Madhya Pradesh,2011,February,0.7,Tonnes,NR,Other,2100,2140,2140,Rs/Quintal
Bareli,Soyabean,Madhya Pradesh,2011,February,9.2,Tonnes,NR,Yellow,2000,2185,2092,Rs/Quintal
Begamganj,Soyabean,Madhya Pradesh,2011,February,48.6,Tonnes,NR,Yellow,2200,2285,2250,Rs/Quintal
Berasia,Soyabean,Madhya Pradesh,2011,February,81,Tonnes,NR,Yellow,2051,2290,2240,Rs/Quintal
Bhikangaon,Soyabean,Madhya Pradesh,2011,February,1.5,Tonnes,NR,Other,2100,2250,2175,Rs/Quintal
Bhopal,Soyabean,Madhya Pradesh,2011,February,636,Tonnes,NR,Yellow,2000,2316,2244,Rs/Quintal
Burhanpur,Soyabean,Madhya Pradesh,2011,February,1.7,Tonnes,NR,Other,1726,2301,2234,Rs/Quintal
Chhindwara,Soyabean,Madhya Pradesh,2011,February,120.1,Tonnes,NR,Yellow,2050,2281,2165,Rs/Quintal
Dewas,Soyabean,Madhya Pradesh,2011,February,572.8,Tonnes,NR,Other,2110,2400,2300,Rs/Quintal
Gadarwada,Soyabean,Madhya Pradesh,2011,February,27.3,Tonnes,NR,Yellow,2000,2255,2150,Rs/Quintal
Ganjbasoda,Soyabean,Madhya Pradesh,2011,February,207.5,Tonnes,NR,Other,1511,2275,2245,Rs/Quintal
Garhakota,Soyabean,Madhya Pradesh,2011,February,44.5,Tonnes,NR,Yellow,2093,2184,2139,Rs/Quintal
Gautampura,Soyabean,Madhya Pradesh,2011,February,3.7,Tonnes,NR,Yellow,2200,2261,2261,Rs/Quintal
Gotegaon,Soyabean,Madhya Pradesh,2011,February,14.4,Tonnes,NR,Other,2150,2305,2300,Rs/Quintal
Guna,Soyabean,Madhya Pradesh,2011,February,145.8,Tonnes,NR,Other,2000,2296,2250,Rs/Quintal
Haatpipliya,Soyabean,Madhya Pradesh,2011,February,25.41,Tonnes,NR,Yellow,1960,2300,2270,Rs/Quintal
Hanumana,Soyabean,Madhya Pradesh,2011,February,15.03,Tonnes,NR,Other,2100,2200,2150,Rs/Quintal
Harda,Soyabean,Madhya Pradesh,2011,February,190.9,Tonnes,NR,Yellow,1900,2234,2140,Rs/Quintal
Harsood,Soyabean,Madhya Pradesh,2011,February,26.5,Tonnes,NR,Other,1950,2281,2246,Rs/Quintal
Indore(F&V),Soyabean,Madhya Pradesh,2011,February,256.5,Tonnes,NR,Yellow,2050,2375,2315,Rs/Quintal
Isagarh,Soyabean,Madhya Pradesh,2011,February,12.3,Tonnes,NR,Yellow,2200,2290,2260,Rs/Quintal
Itarsi,Soyabean,Madhya Pradesh,2011,February,198,Tonnes,NR,Yellow,1801,2330,2251,Rs/Quintal
Jabalpur,Soyabean,Madhya Pradesh,2011,February,2,Tonnes,NR,Other,2075,2200,2175,Rs/Quintal
