Market Center,State,Commodity,Year,Month,Arrivals,Unit of Arrivals,Origin,Variety,Minimum Price,Maximum Price,Modal Price,Unit of Price
Chotila,Gujarat,Cotton,2012,February,59.03,Tonnes,NR,Shanker 6 (B) 30mm FIne,3750,4250,4000,Rs/Quintal
Kadi,Gujarat,Cotton,2012,February,40,Tonnes,NR,Other,4300,4480,4400,Rs/Quintal
Palitana,Gujarat,Cotton,2012,February,200,Tonnes,NR,Other,3250,4350,3800,Rs/Quintal
Adampur,Haryana,Cotton,2012,February,799.6,Tonnes,NR,American,3711,4340,4300,Rs/Quintal
Adampur,Haryana,Cotton,2012,February,,,NR,Desi,4100,4271,4200,Rs/Quintal
Bhattu Kalan,Haryana,Cotton,2012,February,346.8,Tonnes,NR,American,3950,4400,4300,Rs/Quintal
Bhattu Kalan,Haryana,Cotton,2012,February,,,NR,Desi,4150,4510,4425,Rs/Quintal
Bhiwani,Haryana,Cotton,2012,February,24.8,Tonnes,NR,American,4270,4316,4295,Rs/Quintal
Bhuna,Haryana,Cotton,2012,February,106.4,Tonnes,NR,Other,3700,4370,4200,Rs/Quintal
Ding,Haryana,Cotton,2012,February,58.8,Tonnes,NR,American,2750,4340,3825,Rs/Quintal
Ellanabad,Haryana,Cotton,2012,February,603.8,Tonnes,NR,American,3300,4381,4365,Rs/Quintal
Fatehabad,Haryana,Cotton,2012,February,297.8,Tonnes,NR,American,3700,4351,4125,Rs/Quintal
Jind,Haryana,Cotton,2012,February,160,Tonnes,NR,American,3400,4300,4120,Rs/Quintal
Jullana,Haryana,Cotton,2012,February,40.7,Tonnes,NR,Other,3820,4354,4231,Rs/Quintal
kalanwali,Haryana,Cotton,2012,February,452,Tonnes,NR,American,2865,4351,4200,Rs/Quintal
Narwana,Haryana,Cotton,2012,February,252,Tonnes,NR,Other,3600,4221,3910.5,Rs/Quintal
Ratia,Haryana,Cotton,2012,February,44.2,Tonnes,NR,Other,3500,4360,3900,Rs/Quintal
Sirsa,Haryana,Cotton,2012,February,835.1,Tonnes,NR,American,3280,4460,4400,Rs/Quintal
Sirsa,Haryana,Cotton,2012,February,,,NR,Desi,4350,4405,4400,Rs/Quintal
Uchana,Haryana,Cotton,2012,February,296.6,Tonnes,NR,American,3300,4252,4150,Rs/Quintal
Uklana,Haryana,Cotton,2012,February,80,Tonnes,NR,American,3400,4350,3960,Rs/Quintal
Gundlupet,Karnataka,Cotton,2012,February,9,Tonnes,NR,Varalakshmi (Ginned),2800,2810,2810,Rs/Quintal
Soundati,Karnataka,Cotton,2012,February,542,Tonnes,NR,LH-1556,3689,4195,3989,Rs/Quintal
Anjad,Madhya Pradesh,Cotton,2012,February,17.3,Tonnes,NR,H4,3500,4200,4000,Rs/Quintal
Balwadi,Madhya Pradesh,Cotton,2012,February,21.9,Tonnes,NR,H4,3500,3800,3700,Rs/Quintal
Jhabua,Madhya Pradesh,Cotton,2012,February,49,Tonnes,NR,DCH-32 (Ginned),4300,4500,4400,Rs/Quintal
Jhabua,Madhya Pradesh,Cotton,2012,February,,,NR,H4,3800,3800,3800,Rs/Quintal
Sendhwa,Madhya Pradesh,Cotton,2012,February,1329,Tonnes,NR,H4,3750,4150,3950,Rs/Quintal
Anajngaon,Maharashtra,Cotton,2012,February,6.5,Tonnes,NR,Other,4000,4100,4050,Rs/Quintal
Arvi,Maharashtra,Cotton,2012,February,36.9,Tonnes,NR,Other,4000,4050,4020,Rs/Quintal
Bhokar,Maharashtra,Cotton,2012,February,191.8,Tonnes,NR,Other,3700,3850,3775,Rs/Quintal
Bhokardan,Maharashtra,Cotton,2012,February,116.6,Tonnes,NR,Other,3750,3990,3850,Rs/Quintal
Chandur Bazar,Maharashtra,Cotton,2012,February,33.3,Tonnes,NR,Other,3825,3900,3850,Rs/Quintal
Darwha,Maharashtra,Cotton,2012,February,22,Tonnes,NR,Other,3800,3900,3850,Rs/Quintal
Gangapur,Maharashtra,Cotton,2012,February,76.2,Tonnes,NR,Other,3925,4050,3965,Rs/Quintal
Ghansawangi,Maharashtra,Cotton,2012,February,24.4,Tonnes,NR,Other,3600,3900,3800,Rs/Quintal
Jamkhed,Maharashtra,Cotton,2012,February,23,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Kada,Maharashtra,Cotton,2012,February,68.8,Tonnes,NR,H-4(A) 27mm FIne,3900,3950,3925,Rs/Quintal
Kalmeshwar,Maharashtra,Cotton,2012,February,203.4,Tonnes,NR,Other,3600,4050,3950,Rs/Quintal
Khultabad,Maharashtra,Cotton,2012,February,6.4,Tonnes,NR,Other,3800,3800,3800,Rs/Quintal
Kille Dharur,Maharashtra,Cotton,2012,February,97.4,Tonnes,NR,Other,3800,3825,3825,Rs/Quintal
Korpana,Maharashtra,Cotton,2012,February,3.4,Tonnes,NR,Other,3600,3800,3700,Rs/Quintal
Lasur Station,Maharashtra,Cotton,2012,February,2.2,Tonnes,NR,Other,3900,3900,3900,Rs/Quintal
Majalgaon,Maharashtra,Cotton,2012,February,106.5,Tonnes,NR,Other,3400,4000,3850,Rs/Quintal
Mantha,Maharashtra,Cotton,2012,February,46.9,Tonnes,NR,Other,3650,3750,3700,Rs/Quintal
Nanded,Maharashtra,Cotton,2012,February,28.2,Tonnes,NR,Other,3600,3725,3700,Rs/Quintal
Narkhed,Maharashtra,Cotton,2012,February,35.8,Tonnes,NR,Other,3800,4050,3925,Rs/Quintal
Parbhani,Maharashtra,Cotton,2012,February,50,Tonnes,NR,Other,3800,3920,3910,Rs/Quintal
Partur,Maharashtra,Cotton,2012,February,20,Tonnes,NR,Other,3675,3900,3800,Rs/Quintal
Rajura,Maharashtra,Cotton,2012,February,8.7,Tonnes,NR,Other,3500,3900,3731,Rs/Quintal
Samudrapur,Maharashtra,Cotton,2012,February,15.8,Tonnes,NR,LRA,3860,3960,3910,Rs/Quintal
Savner,Maharashtra,Cotton,2012,February,120,Tonnes,NR,Other,3900,3950,3925,Rs/Quintal
Bhawanipatna,Orissa,Cotton,2012,February,12.5,Tonnes,NR,Other,3800,3800,3800,Rs/Quintal
Kesinga,Orissa,Cotton,2012,February,30,Tonnes,NR,MCU-5 (A) 31mm FIne,4000,4500,4200,Rs/Quintal
Abohar,Punjab,Cotton,2012,February,350.5,Tonnes,NR,American,3900,4345,4270,Rs/Quintal
Abohar,Punjab,Cotton,2012,February,,,NR,Desi,4405,4450,NR,Rs/Quintal
Ahmedgarh,Punjab,Cotton,2012,February,5,Tonnes,NR,American,2595,4285,4000,Rs/Quintal
Bareta,Punjab,Cotton,2012,February,215,Tonnes,NR,Other,3730,4350,4200,Rs/Quintal
Bhikhi,Punjab,Cotton,2012,February,70,Tonnes,NR,Other,3500,4400,4350,Rs/Quintal
Bhucho,Punjab,Cotton,2012,February,140,Tonnes,NR,Other,2800,4200,4190,Rs/Quintal
Giddarbaha,Punjab,Cotton,2012,February,269,Tonnes,NR,Other,2950,4450,4400,Rs/Quintal
Goniana,Punjab,Cotton,2012,February,80,Tonnes,NR,Other,3700,4400,4350,Rs/Quintal
Jaitu,Punjab,Cotton,2012,February,100,Tonnes,NR,Other,2700,4340,4200,Rs/Quintal
Malout,Punjab,Cotton,2012,February,180,Tonnes,NR,Other,4050,4365,4335,Rs/Quintal
Mansa,Punjab,Cotton,2012,February,1000,Tonnes,NR,American,3600,4395,4300,Rs/Quintal
Maur,Punjab,Cotton,2012,February,35,Tonnes,NR,Other,2800,4350,4280,Rs/Quintal
Raman,Punjab,Cotton,2012,February,200,Tonnes,NR,Other,3800,4375,4340,Rs/Quintal
Sangat,Punjab,Cotton,2012,February,100,Tonnes,NR,American,2300,4330,4270,Rs/Quintal
Sardulgarh,Punjab,Cotton,2012,February,160,Tonnes,NR,Other,3900,4340,4250,Rs/Quintal
Tapa(Tapa Mandi),Punjab,Cotton,2012,February,143.5,Tonnes,NR,American,2400,4360,4215,Rs/Quintal
Bijay Nagar,Rajasthan,Cotton,2012,February,50,Tonnes,NR,Other,4100,4347,4200,Rs/Quintal
Bilara,Rajasthan,Cotton,2012,February,6.4,Tonnes,NR,Other,4300,4491,4375,Rs/Quintal
Gajsinghpur,Rajasthan,Cotton,2012,February,50.1,Tonnes,NR,American,3081,4057,4000,Rs/Quintal
Gajsinghpur,Rajasthan,Cotton,2012,February,,,NR,Desi,4470,4580,4550,Rs/Quintal
Gharsana,Rajasthan,Cotton,2012,February,750,Tonnes,NR,American,4000,4090,4040,Rs/Quintal
Gharsana,Rajasthan,Cotton,2012,February,,,NR,Desi,4090,4700,4500,Rs/Quintal
Goluwala,Rajasthan,Cotton,2012,February,969,Tonnes,NR,American,2850,4101,4050,Rs/Quintal
Goluwala,Rajasthan,Cotton,2012,February,,,NR,Desi,2850,4301,3900,Rs/Quintal
Hanumangarh,Rajasthan,Cotton,2012,February,313.9,Tonnes,NR,American,3800,4382,4340,Rs/Quintal
Hanumangarh,Rajasthan,Cotton,2012,February,,,NR,Desi,4350,4561,4500,Rs/Quintal
Jaitsar,Rajasthan,Cotton,2012,February,390,Tonnes,NR,American,3300,4050,4030,Rs/Quintal
Jaitsar,Rajasthan,Cotton,2012,February,,,NR,Desi,3950,4591,4588,Rs/Quintal
Khairthal,Rajasthan,Cotton,2012,February,120,Tonnes,NR,Other,3920,4280,4200,Rs/Quintal
Khajuwala,Rajasthan,Cotton,2012,February,69.9,Tonnes,NR,American,3930,4117,4095,Rs/Quintal
Khajuwala,Rajasthan,Cotton,2012,February,,,NR,Desi,4500,4525,4510,Rs/Quintal
Nohar,Rajasthan,Cotton,2012,February,2.3,Tonnes,NR,Desi,4700,4700,4700,Rs/Quintal
Padampur,Rajasthan,Cotton,2012,February,109.2,Tonnes,NR,American,3200,4060,3995,Rs/Quintal
Padampur,Rajasthan,Cotton,2012,February,,,NR,Desi,3650,4365,4200,Rs/Quintal
Pilli Banga,Rajasthan,Cotton,2012,February,169.5,Tonnes,NR,American,3450,4162,4050,Rs/Quintal
Pilli Banga,Rajasthan,Cotton,2012,February,,,NR,Desi,4525,4525,4525,Rs/Quintal
Raisingh Nagar,Rajasthan,Cotton,2012,February,73,Tonnes,"Rajasthan,Ganganagar",American,3300,4035,3987,Rs/Quintal
Raisingh Nagar,Rajasthan,Cotton,2012,February,,,"Rajasthan,Ganganagar",Desi,3900,4732,4495,Rs/Quintal
Rani,Rajasthan,Cotton,2012,February,4,Tonnes,NR,Other,4090,4171,4100,Rs/Quintal
Rawatsar,Rajasthan,Cotton,2012,February,117.2,Tonnes,NR,Desi,4601,4601,4601,Rs/Quintal
Rawatsar,Rajasthan,Cotton,2012,February,,,NR,Other,3726,4295,4280,Rs/Quintal
Rawla,Rajasthan,Cotton,2012,February,102.1,Tonnes,NR,American,3501,3993,3747,Rs/Quintal
Rawla,Rajasthan,Cotton,2012,February,,,NR,Desi,4151,4575,4363,Rs/Quintal
Sadulshahar,Rajasthan,Cotton,2012,February,204.2,Tonnes,NR,American,3100,4330,4280,Rs/Quintal
Sadulshahar,Rajasthan,Cotton,2012,February,,,NR,Desi,4000,4501,4350,Rs/Quintal
Sangriya,Rajasthan,Cotton,2012,February,10603,Tonnes,NR,Other,3100,4361,4346,Rs/Quintal
Sri Karanpur,Rajasthan,Cotton,2012,February,17.2,Tonnes,NR,American,3550,4061,3951,Rs/Quintal
Sri Karanpur,Rajasthan,Cotton,2012,February,,,NR,Desi,3700,4000,3750,Rs/Quintal
Sri Vijayanagar,Rajasthan,Cotton,2012,February,132.5,Tonnes,NR,American,3200,4081,3640,Rs/Quintal
Sri Vijayanagar,Rajasthan,Cotton,2012,February,,,NR,Desi,4287,4673,4326,Rs/Quintal
Sriganganagar,Rajasthan,Cotton,2012,February,292.4,Tonnes,NR,American,3000,4119,3970,Rs/Quintal
Sriganganagar,Rajasthan,Cotton,2012,February,,,NR,Desi,3500,4531,4425,Rs/Quintal
Annur,Tamil Nadu,Cotton,2012,February,NR,Tonnes,NR,Other,4000,4280,4120,Rs/Quintal
Gudiyatham,Tamil Nadu,Cotton,2012,February,11.39,Tonnes,NR,Other,3880,4809,4356,Rs/Quintal
Kolathur,Tamil Nadu,Cotton,2012,February,NR,Tonnes,NR,Other,3300,3500,3400,Rs/Quintal
Konganapuram,Tamil Nadu,Cotton,2012,February,NR,Tonnes,NR,cotton (Ginned),3900,4300,4100,Rs/Quintal
Konganapuram,Tamil Nadu,Cotton,2012,February,,,NR,DCH-32 (Ginned),4800,5300,5050,Rs/Quintal
Konganapuram,Tamil Nadu,Cotton,2012,February,,,NR,Other,3800,4300,4050,Rs/Quintal
Papparapatti,Tamil Nadu,Cotton,2012,February,NR,Tonnes,NR,MCU 5,3300,3800,3550,Rs/Quintal
Salem,Tamil Nadu,Cotton,2012,February,NR,Tonnes,NR,DCH-32 (Ginned),4000,4500,4250,Rs/Quintal
Salem,Tamil Nadu,Cotton,2012,February,,,NR,Other,4300,5100,4700,Rs/Quintal
Thirumangalam,Tamil Nadu,Cotton,2012,February,NR,Tonnes,NR,MCU 5,2900,3000,2950,Rs/Quintal
Tiruchengode,Tamil Nadu,Cotton,2012,February,NR,Tonnes,NR,DCH-32 (Ginned),4800,5250,5025,Rs/Quintal
Tiruchengode,Tamil Nadu,Cotton,2012,February,,,NR,LRA,3950,4250,4100,Rs/Quintal
Tiruchengode,Tamil Nadu,Cotton,2012,February,,,NR,Other,4700,5000,4850,Rs/Quintal
Usilampatty,Tamil Nadu,Cotton,2012,February,NR,Tonnes,NR,LRA,3100,3350,3225,Rs/Quintal
Usilampatty,Tamil Nadu,Cotton,2012,February,,,NR,MCU 5,3050,3300,3175,Rs/Quintal
Usilampatty,Tamil Nadu,Cotton,2012,February,,,NR,Other,2800,2900,2850,Rs/Quintal
Vikkiravandi,Tamil Nadu,Cotton,2012,February,2,Tonnes,NR,Other,3490,NR,NR,Rs/Quintal
Villupuram,Tamil Nadu,Cotton,2012,February,150,Tonnes,NR,Other,3662,4019,3920,Rs/Quintal
Asifabad,Telangana,Cotton,2012,February,188.3,Tonnes,NR,Cotton (Unginned),3600,3800,3750,Rs/Quintal
Enkoor,Telangana,Cotton,2012,February,NR,Tonnes,NR,Other,3400,3500,3450,Rs/Quintal
Indravelly(Utnoor),Telangana,Cotton,2012,February,NR,Tonnes,NR,Cotton (Unginned),3600,3750,3700,Rs/Quintal
Madhira,Telangana,Cotton,2012,February,80,Tonnes,NR,Cotton (Unginned),3500,3750,3600,Rs/Quintal
Madnoor,Telangana,Cotton,2012,February,0.1,Tonnes,NR,Savita,3861,3861,3861,Rs/Quintal
Madnoor(Bitchkonda),Telangana,Cotton,2012,February,0.1,Tonnes,NR,Savita,3861,3861,3861,Rs/Quintal
Pothgal,Telangana,Cotton,2012,February,65.5,Tonnes,NR,Cotton (Unginned),3500,3600,3600,Rs/Quintal
Wyra,Telangana,Cotton,2012,February,NR,Tonnes,NR,Other,3400,3600,3500,Rs/Quintal
Bobbili,Andhra Pradesh,Jute,2012,February,NR,Tonnes,NR,Jute,1400,1600,1500,Rs/Quintal
Vijayanagaram,Andhra Pradesh,Jute,2012,February,0.1,Tonnes,NR,Jute,2000,2100,2050,Rs/Quintal
Gauripur,Assam,Jute,2012,February,35,Tonnes,NR,TD-5,1900,2300,2100,Rs/Quintal
Kharupetia,Assam,Jute,2012,February,8,Tonnes,NR,Other,1050,1125,1100,Rs/Quintal
Kharupetia,Assam,Jute,2012,February,,,NR,TD-5,1900,2000,1950,Rs/Quintal
Kendrapara,Orissa,Jute,2012,February,27,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Balurghat,West Bengal,Jute,2012,February,10,Tonnes,NR,TD-5,2500,2535,2520,Rs/Quintal
Barasat,West Bengal,Jute,2012,February,41,Tonnes,NR,TD-5,2000,2100,2000,Rs/Quintal
Beldanga,West Bengal,Jute,2012,February,95,Tonnes,NR,TD-5,2050,2150,2100,Rs/Quintal
Bethuadahari,West Bengal,Jute,2012,February,75,Tonnes,NR,TD-5,2145,2160,2150,Rs/Quintal
Champadanga,West Bengal,Jute,2012,February,2.5,Tonnes,NR,TD-5,1900,2000,1950,Rs/Quintal
Coochbehar,West Bengal,Jute,2012,February,45,Tonnes,NR,TD-5,2350,2425,2400,Rs/Quintal
Gangarampur,West Bengal,Jute,2012,February,8,Tonnes,NR,TD-5,2460,2540,2500,Rs/Quintal
Islampur,West Bengal,Jute,2012,February,5.5,Tonnes,"West Bengal,Uttar Dinajpur",TD-5,2250,2300,2275,Rs/Quintal
Jangipur,West Bengal,Jute,2012,February,70,Tonnes,NR,TD-5,1900,2000,1960,Rs/Quintal
Kaliaganj,West Bengal,Jute,2012,February,27,Tonnes,NR,TD-5,2200,2300,2250,Rs/Quintal
Kalna,West Bengal,Jute,2012,February,22,Tonnes,NR,TD-5,2280,2350,2320,Rs/Quintal
Karimpur,West Bengal,Jute,2012,February,50,Tonnes,NR,TD-5,2150,2200,2175,Rs/Quintal
Lalbagh,West Bengal,Jute,2012,February,40,Tonnes,NR,TD-5,2000,2050,2030,Rs/Quintal
Mathabhanga,West Bengal,Jute,2012,February,5,Tonnes,"West Bengal,Coochbehar",TD-5,2540,2560,2550,Rs/Quintal
Mekhliganj,West Bengal,Jute,2012,February,3,Tonnes,NR,Other,2180,2550,2350,Rs/Quintal
Raiganj(Kalinganj),West Bengal,Jute,2012,February,35,Tonnes,"West Bengal,Uttar Dinajpur",TD-5,2225,2325,2275,Rs/Quintal
Samsi,West Bengal,Jute,2012,February,10,Tonnes,NR,Jute,2350,2450,2400,Rs/Quintal
Samsi,West Bengal,Jute,2012,February,,,NR,TD-5,2250,2350,2300,Rs/Quintal
P.O. Uparhali Guwahati,Assam,Apple,2012,February,9.4,Tonnes,NR,Other,4500,9750,9000,Rs/Quintal
Vadodara(Navapura),Gujarat,Apple,2012,February,3.3,Tonnes,NR,Other,3000,7000,6500,Rs/Quintal
Ambala City,Haryana,Apple,2012,February,1.5,Tonnes,NR,Other,2500,4000,3300,Rs/Quintal
Ateli,Haryana,Apple,2012,February,0.02,Tonnes,NR,Other,3900,4350,3900,Rs/Quintal
Ballabhgarh,Haryana,Apple,2012,February,4,Tonnes,NR,Other,3000,6000,4500,Rs/Quintal
Barara,Haryana,Apple,2012,February,0.1,Tonnes,NR,Other,3600,3600,3600,Rs/Quintal
Bhuna,Haryana,Apple,2012,February,0.45,Tonnes,NR,Other,4100,4200,4122,Rs/Quintal
Cheeka,Haryana,Apple,2012,February,1,Tonnes,NR,Other,3000,5000,3000,Rs/Quintal
Dhand,Haryana,Apple,2012,February,0.2,Tonnes,NR,Other,3100,3300,3200,Rs/Quintal
Faridabad,Haryana,Apple,2012,February,0.7,Tonnes,NR,Other,2500,6000,NR,Rs/Quintal
Fatehabad,Haryana,Apple,2012,February,0.5,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Gharaunda,Haryana,Apple,2012,February,0.5,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Hissar,Haryana,Apple,2012,February,3.8,Tonnes,NR,Other,2054,3700,3580,Rs/Quintal
Jind,Haryana,Apple,2012,February,1.9,Tonnes,NR,Other,3000,4000,3800,Rs/Quintal
Kaithal,Haryana,Apple,2012,February,1,Tonnes,NR,Other,2500,4500,3500,Rs/Quintal
kalanwali,Haryana,Apple,2012,February,0.05,Tonnes,NR,Other,3000,4000,3500,Rs/Quintal
Karnal,Haryana,Apple,2012,February,0.8,Tonnes,NR,Other,5000,8000,7000,Rs/Quintal
Ladwa,Haryana,Apple,2012,February,0.2,Tonnes,NR,Other,6000,7000,6600,Rs/Quintal
Meham,Haryana,Apple,2012,February,0.5,Tonnes,NR,Apple,NR,5000,2500,Rs/Quintal
Mohindergarh,Haryana,Apple,2012,February,1,Tonnes,NR,Other,5000,6000,5000,Rs/Quintal
Narwana,Haryana,Apple,2012,February,0.8,Tonnes,NR,Other,3500,4500,4000,Rs/Quintal
Panipat,Haryana,Apple,2012,February,2,Tonnes,NR,Other,4000,6000,5000,Rs/Quintal
Ratia,Haryana,Apple,2012,February,0.7,Tonnes,NR,Other,5000,7600,6900,Rs/Quintal
Rewari,Haryana,Apple,2012,February,3.8,Tonnes,NR,Other,2600,5200,3900,Rs/Quintal
Sadhaura,Haryana,Apple,2012,February,0.2,Tonnes,NR,Other,3000,4500,3800,Rs/Quintal
Samalkha,Haryana,Apple,2012,February,0.52,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Sonepat,Haryana,Apple,2012,February,0.1,Tonnes,NR,Other,4800,5000,NR,Rs/Quintal
Thanesar,Haryana,Apple,2012,February,0.8,Tonnes,NR,Apple,4000,7000,5000,Rs/Quintal
Uklana,Haryana,Apple,2012,February,1.05,Tonnes,NR,Apple,4000,6000,6000,Rs/Quintal
Yamuna Nagar,Haryana,Apple,2012,February,1,Tonnes,NR,Other,6600,6600,6600,Rs/Quintal
Dhanotu (Mandi),Himachal Pradesh,Apple,2012,February,0.2,Tonnes,NR,Golden,5000,5500,5500,Rs/Quintal
Mandi(Mandi),Himachal Pradesh,Apple,2012,February,0.2,Tonnes,NR,Golden,3500,4000,3800,Rs/Quintal
Paonta Sahib,Himachal Pradesh,Apple,2012,February,0.2,Tonnes,NR,Other,3000,4500,4000,Rs/Quintal
Santoshgarh,Himachal Pradesh,Apple,2012,February,0.1,Tonnes,NR,Other,7000,7000,7000,Rs/Quintal
Una,Himachal Pradesh,Apple,2012,February,0.5,Tonnes,NR,Other,4600,5300,5200,Rs/Quintal
Dhanbad,Jharkhand,Apple,2012,February,3.5,Tonnes,NR,Other,7000,9000,8000,Rs/Quintal
Gadhwah,Jharkhand,Apple,2012,February,2,Tonnes,NR,Other,6000,7000,6500,Rs/Quintal
Indore(F&V),Madhya Pradesh,Apple,2012,February,15.1,Tonnes,NR,Other,3000,9000,5000,Rs/Quintal
Karad,Maharashtra,Apple,2012,February,1.5,Tonnes,NR,Other,800,900,800,Rs/Quintal
Kolhapur,Maharashtra,Apple,2012,February,2.9,Tonnes,NR,Other,3500,12750,5000,Rs/Quintal
Nagpur,Maharashtra,Apple,2012,February,14.3,Tonnes,NR,Other,5000,8400,6700,Rs/Quintal
Azadpur,NCT of Delhi,Apple,2012,February,2069.6,Tonnes,NR,American,3125,3750,3281,Rs/Quintal
Azadpur,NCT of Delhi,Apple,2012,February,,,NR,Delicious,1563,2813,2188,Rs/Quintal
Abohar,Punjab,Apple,2012,February,0.6,Tonnes,NR,Apple,3000,5000,4500,Rs/Quintal
Adampur,Punjab,Apple,2012,February,0.1,Tonnes,NR,Apple,5000,5500,5000,Rs/Quintal
Anandpur Sahib,Punjab,Apple,2012,February,0.06,Tonnes,NR,Kasmir/Shimla - II,4800,5000,4850,Rs/Quintal
Bassi Pathana,Punjab,Apple,2012,February,0.4,Tonnes,NR,Other,6000,8000,7000,Rs/Quintal
Batala,Punjab,Apple,2012,February,0.1,Tonnes,NR,Other,3000,3500,3200,Rs/Quintal
Bhucho,Punjab,Apple,2012,February,0.1,Tonnes,NR,Other,2000,2500,2250,Rs/Quintal
Chamkaur Sahib,Punjab,Apple,2012,February,2,Tonnes,NR,Other,6000,6100,6050,Rs/Quintal
Dinanagar,Punjab,Apple,2012,February,1,Tonnes,NR,Other,2500,3500,3200,Rs/Quintal
Dudhansadhan,Punjab,Apple,2012,February,0.2,Tonnes,NR,Other,6000,7000,6500,Rs/Quintal
Firozepur City,Punjab,Apple,2012,February,4,Tonnes,NR,Other,4000,5000,4500,Rs/Quintal
Jagraon,Punjab,Apple,2012,February,0.6,Tonnes,NR,Other,5000,5500,5200,Rs/Quintal
Jalandhar City,Punjab,Apple,2012,February,6.5,Tonnes,NR,Other,1500,5500,4500,Rs/Quintal
Khanauri,Punjab,Apple,2012,February,0.1,Tonnes,NR,Other,3600,3700,3650,Rs/Quintal
Khanna,Punjab,Apple,2012,February,4.4,Tonnes,NR,Other,3000,5400,4200,Rs/Quintal
Malout,Punjab,Apple,2012,February,0.3,Tonnes,NR,Other,2500,4500,3500,Rs/Quintal
Morinda,Punjab,Apple,2012,February,2,Tonnes,NR,Other,4650,4750,4700,Rs/Quintal
Mukerian(Talwara),Punjab,Apple,2012,February,0.5,Tonnes,NR,Delicious,4200,5400,5200,Rs/Quintal
Nabha,Punjab,Apple,2012,February,0.1,Tonnes,NR,Other,3700,3700,3700,Rs/Quintal
Nawan Shahar(Subzi Mandi),Punjab,Apple,2012,February,2.3,Tonnes,NR,Other,3500,4000,3750,Rs/Quintal
Phagwara,Punjab,Apple,2012,February,0.3,Tonnes,NR,Other,4545,4545,4545,Rs/Quintal
Sangrur,Punjab,Apple,2012,February,0.2,Tonnes,NR,Delicious,6500,10000,10000,Rs/Quintal
Sirhind,Punjab,Apple,2012,February,0.5,Tonnes,NR,Other,3000,4500,3750,Rs/Quintal
Sunam,Punjab,Apple,2012,February,1,Tonnes,NR,Apple,2500,6500,4000,Rs/Quintal
Tanda Urmur,Punjab,Apple,2012,February,0.2,Tonnes,NR,Other,3500,4000,3800,Rs/Quintal
Ajmer(F&V),Rajasthan,Apple,2012,February,0.4,Tonnes,NR,Other,3000,5500,4800,Rs/Quintal
Jaipur(F&V),Rajasthan,Apple,2012,February,1.98,Tonnes,NR,Other,4000,8000,6000,Rs/Quintal
Jodhpur(F&V)(Bhadwasia),Rajasthan,Apple,2012,February,25.1,Tonnes,NR,Other,5000,7000,6000,Rs/Quintal
Udaipur(F&V),Rajasthan,Apple,2012,February,0.7,Tonnes,NR,Other,3500,10000,7500,Rs/Quintal
Gaddiannaram,Telangana,Apple,2012,February,1925,Tonnes,NR,Apple,400,2100,650,Rs/Quintal
Agra,Uttar Pradesh,Apple,2012,February,14,Tonnes,NR,Delicious,NR,NR,5000,Rs/Quintal
Akbarpur,Uttar Pradesh,Apple,2012,February,NR,Tonnes,NR,Other,5850,6000,5900,Rs/Quintal
Bahraich,Uttar Pradesh,Apple,2012,February,1.8,Tonnes,NR,Rich Red,5400,5800,5600,Rs/Quintal
Bareilly,Uttar Pradesh,Apple,2012,February,8,Tonnes,NR,Delicious,NR,NR,4600,Rs/Quintal
Etawah,Uttar Pradesh,Apple,2012,February,3.5,Tonnes,NR,Delicious,4460,4500,4480,Rs/Quintal
Faizabad,Uttar Pradesh,Apple,2012,February,3,Tonnes,NR,Other,5565,5600,5585,Rs/Quintal
Gazipur,Uttar Pradesh,Apple,2012,February,1.7,Tonnes,NR,Other,4850,4950,4900,Rs/Quintal
Gorakhpur,Uttar Pradesh,Apple,2012,February,8,Tonnes,NR,Delicious,5325,5390,5365,Rs/Quintal
Jhansi,Uttar Pradesh,Apple,2012,February,6,Tonnes,NR,Kasmir/Shimla - II,5000,6400,6000,Rs/Quintal
Kanpur(Grain),Uttar Pradesh,Apple,2012,February,30,Tonnes,NR,Delicious,5650,5690,5670,Rs/Quintal
Muradabad,Uttar Pradesh,Apple,2012,February,3,Tonnes,NR,Other,NR,NR,4375,Rs/Quintal
Shahjahanpur,Uttar Pradesh,Apple,2012,February,1,Tonnes,NR,Other,NR,NR,4700,Rs/Quintal
Sitapur,Uttar Pradesh,Apple,2012,February,2.5,Tonnes,NR,Other,5500,5700,5600,Rs/Quintal
Varanasi(Grain),Uttar Pradesh,Apple,2012,February,11,Tonnes,NR,Other,NR,NR,5600,Rs/Quintal
Mechua,West Bengal,Apple,2012,February,38.7,Tonnes,NR,Other,5900,6700,6600,Rs/Quintal
Midnapore Sadar,West Bengal,Apple,2012,February,12,Tonnes,NR,Apple,6900,7100,7000,Rs/Quintal
Pulivendala,Andhra Pradesh,Banana,2012,February,0.1,Tonnes,NR,Medium,410,600,520,Rs/Quintal
Vadodara(Navapura),Gujarat,Banana,2012,February,14,Tonnes,NR,Other,350,750,550,Rs/Quintal
Ateli,Haryana,Banana,2012,February,2,Tonnes,NR,Other,700,700,700,Rs/Quintal
